,0,1,2
20780,4740,10-07-2015,margarine
20781,2677,23-12-2015,root vegetables
20782,1540,14-08-2015,beverages
20783,4323,26-03-2015,grapes
20784,4320,18-04-2015,onions
20785,1363,16-06-2015,butter
20786,1761,09-08-2015,cream cheese 
20787,1733,23-06-2015,organic sausage
20788,1994,05-10-2015,yogurt
20789,4300,04-04-2015,oil
20790,4298,25-07-2015,root vegetables
20791,1097,01-11-2015,soda
20792,3766,07-05-2015,tropical fruit
20793,2348,28-02-2015,root vegetables
20794,4588,08-11-2015,pastry
20795,3784,14-06-2015,spread cheese
20796,2787,05-03-2015,rolls/buns
20797,2056,24-11-2015,pastry
20798,3986,25-07-2015,whole milk
20799,3861,07-07-2015,bottled water
20800,1094,07-01-2015,misc. beverages
20801,4743,24-01-2015,bottled beer
20802,3543,02-06-2015,cat food
20803,4914,14-03-2015,whole milk
20804,2004,21-08-2015,other vegetables
20805,4171,03-06-2015,chewing gum
20806,3041,15-09-2015,hard cheese
20807,1324,10-07-2015,white wine
20808,1524,06-08-2015,cream cheese 
20809,4260,30-05-2015,canned beer
20810,1494,29-09-2015,herbs
20811,2521,03-03-2015,bottled water
20812,2225,28-04-2015,brown bread
20813,3486,23-12-2015,pip fruit
20814,1422,28-02-2015,rolls/buns
20815,3082,20-02-2015,tropical fruit
20816,1114,12-03-2015,dessert
20817,4773,31-10-2015,yogurt
20818,1939,30-10-2015,sliced cheese
20819,2723,03-11-2015,yogurt
20820,1361,08-09-2015,rolls/buns
20821,2294,10-05-2015,rolls/buns
20822,3915,05-03-2015,pip fruit
20823,3579,30-12-2015,herbs
20824,2051,20-04-2015,brown bread
20825,2113,07-09-2015,whole milk
20826,1909,31-08-2015,margarine
20827,2328,22-02-2015,other vegetables
20828,2948,19-06-2015,hard cheese
20829,3504,20-05-2015,dish cleaner
20830,3069,09-04-2015,tropical fruit
20831,2142,19-05-2015,UHT-milk
20832,4411,17-04-2015,beverages
20833,1993,08-07-2015,root vegetables
20834,4579,09-01-2015,whole milk
20835,1177,14-10-2015,brown bread
20836,2499,24-04-2015,frozen vegetables
20837,4427,14-01-2015,root vegetables
20838,2883,12-10-2015,bottled water
20839,1242,04-12-2015,bottled beer
20840,3409,11-12-2015,brown bread
20841,1307,22-06-2015,baking powder
20842,3507,10-11-2015,frozen vegetables
20843,2606,26-01-2015,rolls/buns
20844,3048,06-06-2015,tidbits
20845,2007,23-11-2015,brown bread
20846,3072,26-01-2015,pickled vegetables
20847,3354,14-01-2015,other vegetables
20848,3656,11-03-2015,yogurt
20849,4417,18-05-2015,tropical fruit
20850,3296,06-06-2015,specialty bar
20851,1323,30-04-2015,beef
20852,1754,17-09-2015,pip fruit
20853,3872,03-11-2015,whole milk
20854,3691,05-02-2015,butter
20855,1218,29-12-2015,whole milk
20856,1381,23-03-2015,domestic eggs
20857,4550,02-03-2015,other vegetables
20858,1377,06-02-2015,bottled water
20859,4388,19-02-2015,sauces
20860,2157,14-07-2015,newspapers
20861,3321,25-12-2015,bottled beer
20862,3205,11-12-2015,butter
20863,4444,22-07-2015,UHT-milk
20864,2348,01-11-2015,root vegetables
20865,4275,18-08-2015,chocolate
20866,3664,04-05-2015,brown bread
20867,1627,11-02-2015,other vegetables
20868,1641,27-05-2015,pork
20869,1461,21-12-2015,margarine
20870,4266,17-06-2015,root vegetables
20871,2754,02-05-2015,fruit/vegetable juice
20872,3117,30-09-2015,other vegetables
20873,1654,29-04-2015,frozen potato products
20874,1154,17-05-2015,whole milk
20875,1333,22-09-2015,curd
20876,2188,28-07-2015,rolls/buns
20877,4679,16-05-2015,other vegetables
20878,2495,28-07-2015,soda
20879,4117,10-12-2015,tropical fruit
20880,4035,12-01-2015,canned beer
20881,1500,06-01-2015,soda
20882,4357,13-04-2015,canned beer
20883,1199,21-11-2015,white bread
20884,4467,22-11-2015,whole milk
20885,4220,21-11-2015,whole milk
20886,4376,16-07-2015,jam
20887,4190,24-12-2015,fruit/vegetable juice
20888,4501,15-06-2015,pork
20889,1454,22-10-2015,coffee
20890,3922,01-04-2015,rolls/buns
20891,3586,02-05-2015,beverages
20892,2139,16-04-2015,yogurt
20893,2475,10-11-2015,soda
20894,3419,05-12-2015,curd
20895,2518,03-07-2015,rolls/buns
20896,1690,03-03-2015,frozen vegetables
20897,1281,02-06-2015,oil
20898,2176,04-02-2015,long life bakery product
20899,2787,13-03-2015,UHT-milk
20900,3460,14-02-2015,whole milk
20901,3224,19-01-2015,bottled water
20902,1540,26-11-2015,root vegetables
20903,3942,04-04-2015,other vegetables
20904,2939,03-08-2015,bottled water
20905,3807,26-10-2015,seasonal products
20906,3380,16-05-2015,pip fruit
20907,1785,07-06-2015,whole milk
20908,2625,06-03-2015,baking powder
20909,1828,24-03-2015,bottled water
20910,4225,08-05-2015,root vegetables
20911,1646,28-08-2015,butter
20912,1412,16-11-2015,cream cheese 
20913,1892,24-04-2015,yogurt
20914,2535,10-11-2015,other vegetables
20915,4107,15-11-2015,dog food
20916,1452,29-03-2015,soda
20917,4853,17-09-2015,house keeping products
20918,2196,23-08-2015,other vegetables
20919,1026,28-05-2015,root vegetables
20920,3879,03-12-2015,whipped/sour cream
20921,4967,23-09-2015,other vegetables
20922,3408,05-11-2015,rolls/buns
20923,3732,26-01-2015,white wine
20924,1040,26-11-2015,onions
20925,2612,31-05-2015,frozen meals
20926,1137,26-09-2015,other vegetables
20927,4223,15-06-2015,herbs
20928,3832,17-07-2015,whole milk
20929,2179,16-04-2015,whole milk
20930,2604,12-02-2015,other vegetables
20931,2238,20-03-2015,whole milk
20932,2589,12-02-2015,other vegetables
20933,2402,06-09-2015,bottled water
20934,4130,06-11-2015,root vegetables
20935,4841,17-12-2015,yogurt
20936,1734,08-06-2015,pork
20937,3748,27-03-2015,butter milk
20938,1021,22-10-2015,yogurt
20939,1104,04-01-2015,rolls/buns
20940,2613,09-01-2015,soda
20941,4204,16-10-2015,rolls/buns
20942,2022,22-07-2015,white wine
20943,2242,05-06-2015,butter
20944,4352,20-07-2015,margarine
20945,1945,05-02-2015,tropical fruit
20946,1427,26-11-2015,other vegetables
20947,3709,08-09-2015,pastry
20948,1349,13-04-2015,domestic eggs
20949,4691,08-01-2015,other vegetables
20950,1465,26-06-2015,other vegetables
20951,2867,16-07-2015,other vegetables
20952,2381,17-05-2015,salt
20953,2471,13-08-2015,hamburger meat
20954,3252,22-08-2015,bottled water
20955,4077,18-03-2015,curd cheese
20956,2359,21-04-2015,other vegetables
20957,4430,02-12-2015,tropical fruit
20958,3456,10-09-2015,root vegetables
20959,2563,03-06-2015,chicken
20960,2386,04-10-2015,curd
20961,4909,26-10-2015,domestic eggs
20962,1014,03-10-2015,bottled beer
20963,1389,18-02-2015,tropical fruit
20964,4800,24-12-2015,soda
20965,1069,20-08-2015,sliced cheese
20966,1833,12-07-2015,whole milk
20967,4028,08-07-2015,napkins
20968,3919,09-02-2015,margarine
20969,3086,02-01-2015,brown bread
20970,2708,17-02-2015,frozen meals
20971,3513,29-08-2015,condensed milk
20972,3774,16-09-2015,beef
20973,4827,27-01-2015,bottled water
20974,4213,23-08-2015,chicken
20975,4536,24-02-2015,bottled beer
20976,1489,23-06-2015,soda
20977,2005,22-09-2015,male cosmetics
20978,2429,29-06-2015,whole milk
20979,2721,10-08-2015,root vegetables
20980,3909,09-02-2015,flour
20981,4808,20-08-2015,semi-finished bread
20982,4024,16-10-2015,margarine
20983,2855,03-02-2015,herbs
20984,4881,28-07-2015,whipped/sour cream
20985,1214,10-01-2015,yogurt
20986,1608,10-11-2015,whole milk
20987,1724,09-09-2015,pip fruit
20988,1911,02-06-2015,tropical fruit
20989,3881,02-04-2015,other vegetables
20990,1780,27-08-2015,whole milk
20991,4675,14-09-2015,other vegetables
20992,3497,24-09-2015,whole milk
20993,1000,15-03-2015,semi-finished bread
20994,3955,28-08-2015,canned beer
20995,4232,19-12-2015,pip fruit
20996,3472,28-02-2015,other vegetables
20997,4217,05-02-2015,yogurt
20998,3778,01-10-2015,citrus fruit
20999,2666,06-04-2015,dessert
21000,3518,18-05-2015,fruit/vegetable juice
21001,4525,28-09-2015,citrus fruit
21002,2975,28-01-2015,grapes
21003,1339,28-11-2015,whole milk
21004,2001,28-01-2015,other vegetables
21005,2091,19-10-2015,pastry
21006,2453,28-08-2015,whole milk
21007,4681,28-02-2015,soda
21008,2618,14-09-2015,yogurt
21009,3389,26-01-2015,root vegetables
21010,3044,29-09-2015,root vegetables
21011,3039,02-09-2015,candles
21012,4563,14-05-2015,canned beer
21013,2683,11-08-2015,soda
21014,4063,12-11-2015,pastry
21015,3014,19-10-2015,newspapers
21016,4356,01-12-2015,whole milk
21017,3050,06-05-2015,white bread
21018,3613,05-06-2015,root vegetables
21019,3152,24-11-2015,semi-finished bread
21020,4187,28-10-2015,canned vegetables
21021,2001,03-03-2015,other vegetables
21022,1584,26-01-2015,curd
21023,1475,28-03-2015,frozen meals
21024,4942,06-08-2015,specialty chocolate
21025,2083,07-11-2015,ice cream
21026,4685,27-08-2015,hard cheese
21027,2070,24-03-2015,citrus fruit
21028,2657,01-04-2015,dessert
21029,4012,04-04-2015,butter
21030,2698,24-01-2015,yogurt
21031,2222,28-12-2015,pork
21032,2421,27-10-2015,other vegetables
21033,2410,21-11-2015,other vegetables
21034,2728,28-11-2015,whole milk
21035,4810,17-03-2015,newspapers
21036,1391,01-08-2015,chocolate
21037,2167,08-12-2015,newspapers
21038,3048,20-08-2015,bottled beer
21039,3876,03-10-2015,butter milk
21040,3937,19-11-2015,salty snack
21041,1167,16-02-2015,domestic eggs
21042,4031,14-01-2015,other vegetables
21043,2946,24-05-2015,napkins
21044,2672,09-03-2015,liquor (appetizer)
21045,3529,05-03-2015,pork
21046,3986,18-11-2015,citrus fruit
21047,3312,29-07-2015,whole milk
21048,2392,15-12-2015,butter
21049,1756,03-03-2015,other vegetables
21050,2875,01-11-2015,soda
21051,3871,31-07-2015,tropical fruit
21052,4512,21-12-2015,beef
21053,2426,26-08-2015,chewing gum
21054,3728,04-10-2015,ice cream
21055,1093,28-03-2015,domestic eggs
21056,3322,25-04-2015,citrus fruit
21057,1386,31-07-2015,soda
21058,3429,10-05-2015,sparkling wine
21059,1932,07-09-2015,pip fruit
21060,1865,03-12-2015,butter milk
21061,4672,13-02-2015,other vegetables
21062,4432,28-05-2015,female sanitary products
21063,2129,11-08-2015,pork
21064,1104,18-03-2015,yogurt
21065,3529,13-09-2015,beverages
21066,3271,27-12-2015,yogurt
21067,1002,30-08-2015,specialty chocolate
21068,2184,09-06-2015,misc. beverages
21069,4648,08-10-2015,yogurt
21070,3595,15-10-2015,zwieback
21071,2752,10-10-2015,berries
21072,4101,30-04-2015,red/blush wine
21073,1793,04-12-2015,berries
21074,4224,04-10-2015,pastry
21075,2846,15-08-2015,instant coffee
21076,1697,23-02-2015,other vegetables
21077,3884,07-04-2015,rolls/buns
21078,2669,24-09-2015,onions
21079,4843,25-02-2015,yogurt
21080,1663,11-11-2015,tropical fruit
21081,4169,19-03-2015,canned beer
21082,2799,25-05-2015,yogurt
21083,2178,20-12-2015,female sanitary products
21084,3312,24-12-2015,brown bread
21085,3609,11-07-2015,liquor
21086,1004,02-12-2015,hygiene articles
21087,2401,15-01-2015,white bread
21088,4165,10-02-2015,roll products 
21089,2017,14-02-2015,chocolate
21090,2485,18-05-2015,dog food
21091,2261,18-06-2015,packaged fruit/vegetables
21092,1437,15-08-2015,coffee
21093,4065,11-05-2015,other vegetables
21094,1904,18-04-2015,yogurt
21095,4573,28-05-2015,packaged fruit/vegetables
21096,4233,16-06-2015,coffee
21097,3928,26-09-2015,domestic eggs
21098,4916,25-01-2015,newspapers
21099,2883,16-04-2015,yogurt
21100,2938,25-06-2015,tropical fruit
21101,1063,23-01-2015,candy
21102,3365,28-06-2015,other vegetables
21103,2795,06-05-2015,white bread
21104,1336,04-04-2015,frozen meals
21105,2937,31-07-2015,other vegetables
21106,3391,21-12-2015,coffee
21107,3719,04-06-2015,beverages
21108,3986,26-05-2015,citrus fruit
21109,2757,15-02-2015,white bread
21110,1783,07-07-2015,UHT-milk
21111,4234,02-08-2015,rolls/buns
21112,3484,05-08-2015,rolls/buns
21113,3337,10-01-2015,yogurt
21114,2472,17-01-2015,processed cheese
21115,1355,25-02-2015,sugar
21116,3072,08-06-2015,ham
21117,1817,21-08-2015,hamburger meat
21118,2063,10-09-2015,soups
21119,4216,28-04-2015,pork
21120,2984,24-02-2015,mustard
21121,3365,25-10-2015,domestic eggs
21122,2260,27-06-2015,soda
21123,4798,24-08-2015,cream cheese 
21124,4952,22-10-2015,soda
21125,4778,24-01-2015,packaged fruit/vegetables
21126,1517,01-03-2015,bottled beer
21127,2433,31-07-2015,whole milk
21128,3938,31-07-2015,other vegetables
21129,2569,30-06-2015,beverages
21130,2092,24-05-2015,rum
21131,3174,09-02-2015,frozen dessert
21132,4513,04-11-2015,dishes
21133,2467,04-02-2015,liquor
21134,3508,25-07-2015,curd
21135,1939,02-07-2015,tropical fruit
21136,1636,04-05-2015,whole milk
21137,2443,12-01-2015,pastry
21138,4911,07-01-2015,rolls/buns
21139,3835,16-09-2015,pickled vegetables
21140,2363,22-05-2015,pastry
21141,2344,19-04-2015,other vegetables
21142,3911,15-02-2015,pet care
21143,1450,08-07-2015,coffee
21144,3495,18-11-2015,whole milk
21145,1625,27-11-2015,root vegetables
21146,3265,09-12-2015,packaged fruit/vegetables
21147,3247,01-11-2015,sliced cheese
21148,1777,08-07-2015,fruit/vegetable juice
21149,1862,05-09-2015,napkins
21150,2942,01-02-2015,whole milk
21151,2932,22-01-2015,whole milk
21152,4049,01-08-2015,citrus fruit
21153,1954,06-08-2015,onions
21154,2321,16-06-2015,long life bakery product
21155,2930,23-03-2015,pastry
21156,3214,27-03-2015,brown bread
21157,4877,20-06-2015,sliced cheese
21158,1277,07-06-2015,white bread
21159,2239,13-12-2015,canned fruit
21160,4929,26-03-2015,bottled water
21161,1390,02-03-2015,dental care
21162,1870,09-09-2015,popcorn
21163,3405,03-04-2015,canned fish
21164,2338,08-12-2015,curd
21165,2051,11-09-2015,pip fruit
21166,3504,06-07-2015,sugar
21167,3405,13-04-2015,whole milk
21168,2512,02-09-2015,fruit/vegetable juice
21169,4038,06-11-2015,processed cheese
21170,1759,26-09-2015,whole milk
21171,2813,01-10-2015,cake bar
21172,3055,18-08-2015,soda
21173,1733,18-03-2015,yogurt
21174,1913,18-08-2015,curd
21175,4864,27-03-2015,hygiene articles
21176,4812,27-05-2015,whole milk
21177,3042,05-10-2015,frozen meals
21178,4988,04-10-2015,make up remover
21179,4486,21-07-2015,bottled beer
21180,4069,03-05-2015,soda
21181,4600,14-07-2015,fruit/vegetable juice
21182,3588,05-05-2015,seasonal products
21183,4175,29-01-2015,other vegetables
21184,2599,30-07-2015,cake bar
21185,4671,15-07-2015,instant coffee
21186,2270,09-06-2015,long life bakery product
21187,2494,05-05-2015,canned fish
21188,1406,28-12-2015,misc. beverages
21189,3910,18-12-2015,rolls/buns
21190,3358,21-02-2015,whole milk
21191,1943,14-01-2015,whole milk
21192,1995,12-06-2015,rolls/buns
21193,4666,24-02-2015,long life bakery product
21194,1994,11-03-2015,waffles
21195,4892,09-01-2015,cat food
21196,3531,29-08-2015,canned beer
21197,1148,15-04-2015,white bread
21198,1787,31-10-2015,whole milk
21199,4215,31-05-2015,mustard
21200,2158,01-08-2015,whole milk
21201,2510,29-09-2015,cling film/bags
21202,3180,19-10-2015,tropical fruit
21203,3207,08-08-2015,chocolate
21204,1226,12-11-2015,soda
21205,1682,25-06-2015,domestic eggs
21206,1509,04-11-2015,yogurt
21207,2364,21-06-2015,onions
21208,4679,10-11-2015,pastry
21209,4324,05-01-2015,whole milk
21210,3497,14-06-2015,yogurt
21211,1008,21-07-2015,yogurt
21212,4572,29-10-2015,coffee
21213,4030,04-07-2015,domestic eggs
21214,2422,12-08-2015,white bread
21215,2694,24-11-2015,hard cheese
21216,3481,03-08-2015,curd
21217,3821,03-01-2015,herbs
21218,3752,20-08-2015,soda
21219,3262,08-12-2015,yogurt
21220,1370,28-06-2015,newspapers
21221,1090,31-08-2015,yogurt
21222,3862,18-11-2015,rolls/buns
21223,4495,08-04-2015,domestic eggs
21224,2492,01-11-2015,other vegetables
21225,4688,01-08-2015,canned beer
21226,3633,14-07-2015,brown bread
21227,3709,08-08-2015,yogurt
21228,1220,09-02-2015,rice
21229,4236,25-11-2015,brown bread
21230,3308,19-08-2015,soft cheese
21231,1183,12-06-2015,cream cheese 
21232,1999,24-08-2015,shopping bags
21233,4828,11-10-2015,canned beer
21234,3608,12-10-2015,other vegetables
21235,3983,09-09-2015,butter
21236,3460,24-07-2015,canned vegetables
21237,1703,21-02-2015,canned beer
21238,3002,13-08-2015,coffee
21239,4836,17-08-2015,specialty chocolate
21240,1561,05-06-2015,flower (seeds)
21241,4731,04-04-2015,napkins
21242,3812,13-11-2015,whole milk
21243,2097,01-10-2015,newspapers
21244,4986,28-01-2015,frozen meals
21245,4742,15-11-2015,tropical fruit
21246,2502,15-04-2015,sauces
21247,1135,10-07-2015,soda
21248,2403,14-02-2015,pip fruit
21249,4234,17-07-2015,canned vegetables
21250,4068,11-12-2015,butter
21251,2311,30-06-2015,domestic eggs
21252,1353,21-01-2015,tropical fruit
21253,3251,05-07-2015,chocolate
21254,1748,08-03-2015,beverages
21255,1638,12-03-2015,candles
21256,2170,10-02-2015,frozen potato products
21257,3903,06-02-2015,dessert
21258,1245,27-06-2015,canned fruit
21259,3237,28-06-2015,frozen vegetables
21260,2843,12-10-2015,onions
21261,3095,13-10-2015,whole milk
21262,4076,22-05-2015,detergent
21263,1298,23-06-2015,soda
21264,4591,13-06-2015,onions
21265,3592,28-10-2015,canned beer
21266,1305,23-05-2015,white wine
21267,4326,06-11-2015,liquor
21268,3189,03-02-2015,root vegetables
21269,1991,10-02-2015,specialty bar
21270,2091,02-08-2015,candy
21271,3100,06-03-2015,waffles
21272,4984,26-04-2015,yogurt
21273,4444,06-10-2015,root vegetables
21274,4678,17-12-2015,whole milk
21275,1670,22-11-2015,pickled vegetables
21276,3214,14-01-2015,whipped/sour cream
21277,2772,18-03-2015,soft cheese
21278,4343,21-12-2015,brown bread
21279,4351,21-08-2015,prosecco
21280,1598,02-03-2015,white bread
21281,4469,18-10-2015,root vegetables
21282,1788,05-12-2015,citrus fruit
21283,3768,01-08-2015,root vegetables
21284,4661,01-03-2015,rolls/buns
21285,3801,17-08-2015,tropical fruit
21286,4109,04-10-2015,pip fruit
21287,2485,24-03-2015,dessert
21288,2365,11-06-2015,yogurt
21289,2602,08-02-2015,tropical fruit
21290,2391,05-12-2015,other vegetables
21291,3483,08-09-2015,hard cheese
21292,2512,31-01-2015,cream cheese 
21293,2652,01-08-2015,pastry
21294,1777,03-12-2015,pip fruit
21295,4007,23-12-2015,white bread
21296,2653,17-04-2015,candy
21297,2703,21-09-2015,canned beer
21298,4322,14-11-2015,yogurt
21299,2270,04-02-2015,dish cleaner
21300,2306,09-10-2015,grapes
21301,1539,27-09-2015,whipped/sour cream
21302,2517,12-12-2015,syrup
21303,3254,19-10-2015,soda
21304,1711,21-03-2015,citrus fruit
21305,2560,07-06-2015,frozen meals
21306,4891,06-10-2015,whole milk
21307,1622,12-02-2015,tropical fruit
21308,1028,02-06-2015,canned beer
21309,1416,22-08-2015,zwieback
21310,1037,16-12-2015,yogurt
21311,4293,23-04-2015,whole milk
21312,3054,09-04-2015,whole milk
21313,4467,23-04-2015,pork
21314,4811,02-11-2015,rolls/buns
21315,4749,15-02-2015,root vegetables
21316,1825,21-11-2015,baking powder
21317,4685,19-07-2015,whole milk
21318,3621,14-07-2015,bottled water
21319,3219,04-08-2015,other vegetables
21320,1444,29-12-2015,other vegetables
21321,1698,22-07-2015,yogurt
21322,3328,15-04-2015,napkins
21323,3704,30-04-2015,white wine
21324,4124,09-09-2015,mustard
21325,4357,10-10-2015,brown bread
21326,2073,30-04-2015,canned fish
21327,4192,12-09-2015,coffee
21328,3890,26-10-2015,white bread
21329,3147,24-12-2015,vinegar
21330,4550,30-01-2015,other vegetables
21331,3183,07-08-2015,rolls/buns
21332,1878,17-10-2015,onions
21333,2523,12-02-2015,margarine
21334,2227,20-06-2015,whole milk
21335,2267,26-02-2015,oil
21336,4806,27-10-2015,tropical fruit
21337,2422,11-11-2015,misc. beverages
21338,1164,30-03-2015,root vegetables
21339,3096,23-06-2015,yogurt
21340,1821,21-05-2015,napkins
21341,2298,06-10-2015,newspapers
21342,4515,10-05-2015,yogurt
21343,3079,10-03-2015,soda
21344,3352,13-06-2015,sugar
21345,1545,17-10-2015,frozen vegetables
21346,2999,03-08-2015,butter milk
21347,1230,19-11-2015,pastry
21348,2578,25-01-2015,tropical fruit
21349,4611,27-08-2015,whole milk
21350,3575,24-01-2015,whole milk
21351,2517,29-09-2015,salt
21352,2471,19-03-2015,onions
21353,2560,19-06-2015,bottled water
21354,4492,14-06-2015,frozen meals
21355,1217,18-02-2015,dog food
21356,2950,10-10-2015,bottled water
21357,4337,26-10-2015,tropical fruit
21358,2599,27-01-2015,curd
